ISO6393	Status	Pop.Size	simp.status
mqm	"Threatened (100 percent certain, based on the evidence available)"	NA	threatened
kts	"Threatened (20 percent certain, based on the evidence available)"	"4,000"	threatened
sma	"Endangered (20 percent certain, based on the evidence available)"	600	endangered
ijs	"Vulnerable (20 percent certain, based on the evidence available)"	"71,500"	vulnerable
nit	"Threatened (20 percent certain, based on the evidence available)"	"1,500"	threatened
pom	Awakening ()		awakening
alt	"Threatened (80 percent certain, based on the evidence available)"	"<20,000"	threatened
"jmx, miy, vmc"	"Vulnerable (20 percent certain, based on the evidence available)"	"47,500"	vulnerable
raro1241	"Endangered (100 percent certain, based on the evidence available)"	15000	endangered
cmi	"Vulnerable (20 percent certain, based on the evidence available)"	"~88,799"	vulnerable
ghe	"Vulnerable (100 percent certain, based on the evidence available)"	1649	vulnerable
mxp	"Threatened (100 percent certain, based on the evidence available)"	3617	threatened
1og	Dormant ()	NA	dormant
ymc	"Vulnerable (100 percent certain, based on the evidence available)"	"26,000"	vulnerable
nik	"Threatened (20 percent certain, based on the evidence available)"	"Approximately 7,500"	threatened
0xs	"Threatened (20 percent certain, based on the evidence available)"		threatened
peq	Dormant ()	0	dormant
pmj	"Vulnerable (20 percent certain, based on the evidence available)"	"60,000"	vulnerable
qxs	"Threatened (60 percent certain, based on the evidence available)"		threatened
nre	"Threatened (100 percent certain, based on the evidence available)"	"65,328"	threatened
rgs	"Vulnerable (20 percent certain, based on the evidence available)"	"20,000"	vulnerable
1or	"Critically Endangered (20 percent certain, based on the evidence available)"	1	critically_endangered
"stp, tla; sout2975"	"Threatened (100 percent certain, based on the evidence available)"	"36,543"	threatened
tix	"Endangered (60 percent certain, based on the evidence available)"	"~1,600"	endangered
tjs	"Severely Endangered (100 percent certain, based on the evidence available)"	2000	severely_endangered
lrr	"Threatened (100 percent certain, based on the evidence available)"	3000	threatened
	"Critically Endangered (100 percent certain, based on the evidence available)"	<450	critically_endangered
ciw	"Threatened (20 percent certain, based on the evidence available)"	5000	threatened
sww	Dormant ()		dormant
sow	"Threatened (20 percent certain, based on the evidence available)"	"1,100"	threatened
	Awakening ()		awakening
spt	"Threatened (20 percent certain, based on the evidence available)"	"10,000"	threatened
sci	"Endangered (80 percent certain, based on the evidence available)"		endangered
sqs	"Vulnerable (20 percent certain, based on the evidence available)"	"12,800"	vulnerable
sto	"Endangered (80 percent certain, based on the evidence available)"	1000	endangered
lil	"Critically Endangered (80 percent certain, based on the evidence available)"	122	critically_endangered
szp	"Critically Endangered (100 percent certain, based on the evidence available)"	800	critically_endangered
sxb	"At risk (20 percent certain, based on the evidence available)"	"174,000"	at_risk
sbs	"Vulnerable (20 percent certain, based on the evidence available)"	"24,500"	vulnerable
sue	"Threatened (20 percent certain, based on the evidence available)"	"3,000"	threatened
sug	"Endangered (20 percent certain, based on the evidence available)"	680	endangered
syk	"Vulnerable (20 percent certain, based on the evidence available)"	"~15,000"	vulnerable
sua	"Threatened (20 percent certain, based on the evidence available)"	"2,500"	threatened
siv	"Severely Endangered (20 percent certain, based on the evidence available)"	80	severely_endangered
nsm	"At risk (20 percent certain, based on the evidence available)"	"100,000"	at_risk
"sum, yan, ulw"	"Threatened (20 percent certain, based on the evidence available)"	"~10,000"	threatened
suz	"Threatened (80 percent certain, based on the evidence available)"	"26,611"	threatened
syo	"Endangered (20 percent certain, based on the evidence available)"	<500	endangered
tdl	"Vulnerable (60 percent certain, based on the evidence available)"	"<4,000"	vulnerable
suz-sur	"Endangered (20 percent certain, based on the evidence available)"	NA	endangered
suq	"Vulnerable (20 percent certain, based on the evidence available)"	"~28,000"	vulnerable
sde	"Threatened (20 percent certain, based on the evidence available)"	"7,170"	threatened
mdz	"Endangered (20 percent certain, based on the evidence available)"	264	endangered
ssu	"Severely Endangered (20 percent certain, based on the evidence available)"	10	severely_endangered
suy	"Endangered (20 percent certain, based on the evidence available)"	409	endangered
sva	"Vulnerable (20 percent certain, based on the evidence available)"	"30,000"	vulnerable
swl	"Threatened (20 percent certain, based on the evidence available)"		threatened
ssr	"Endangered (80 percent certain, based on the evidence available)"	"1,700"	endangered
sgg	"Endangered (80 percent certain, based on the evidence available)"	"5,500"	endangered
slf	"Endangered (80 percent certain, based on the evidence available)"	300	endangered
1eu	"Endangered (20 percent certain, based on the evidence available)"	~492	endangered
kaga1252	"Vulnerable (100 percent certain, based on the evidence available)"	"1,500"	vulnerable
tct	"Threatened (40 percent certain, based on the evidence available)"	"20,000"	threatened
nmn	"Threatened (20 percent certain, based on the evidence available)"	"2,600"	threatened
mky	"Endangered (100 percent certain, based on the evidence available)"	30000	endangered
tab	"Vulnerable (20 percent certain, based on the evidence available)"	"93,630"	vulnerable
knv	"Threatened (20 percent certain, based on the evidence available)"	3000	threatened
tna	"Threatened (20 percent certain, based on the evidence available)"	"1,153"	threatened
tgz	"Critically Endangered (20 percent certain, based on the evidence available)"	1	critically_endangered
tda	"Vulnerable (20 percent certain, based on the evidence available)"	10000	vulnerable
tgj	"Vulnerable (20 percent certain, based on the evidence available)"	"~25,000"	vulnerable
tgx	"Critically Endangered (80 percent certain, based on the evidence available)"	~1	critically_endangered
tag	"Vulnerable (20 percent certain, based on the evidence available)"	"13,000"	vulnerable
thv	"Vulnerable (20 percent certain, based on the evidence available)"	"62,000"	vulnerable
tjo	"Threatened (20 percent certain, based on the evidence available)"	"6,000"	threatened
aio; aito1238	"Threatened (100 percent certain, based on the evidence available)"	"1,500"	threatened
tyr	"Threatened (40 percent certain, based on the evidence available)"	"80,000"	threatened
tlq	"Vulnerable (100 percent certain, based on the evidence available)"	"4,460 (in Myanmar and China)"	vulnerable
tdd	"Threatened (40 percent certain, based on the evidence available)"	"70,000"	threatened
gpn	"Severely Endangered (60 percent certain, based on the evidence available)"	75	severely_endangered
aos	"Endangered (40 percent certain, based on the evidence available)"	<600?	endangered
bsn-tai	"Severely Endangered (20 percent certain, based on the evidence available)"	22	severely_endangered
pee	"Critically Endangered (100 percent certain, based on the evidence available)"	NA	critically_endangered
abh	"Threatened (20 percent certain, based on the evidence available)"	"6,000"	threatened
tdj	"Threatened (100 percent certain, based on the evidence available)"	12000	threatened
tks	"At risk (20 percent certain, based on the evidence available)"	"220,000"	at_risk
twm	"Threatened (20 percent certain, based on the evidence available)"	NA	threatened
tak	"Threatened (20 percent certain, based on the evidence available)"	"1,000"	threatened
tlj	"Vulnerable (20 percent certain, based on the evidence available)"	75000	vulnerable
tlo	"Threatened (20 percent certain, based on the evidence available)"	"1,500"	threatened
tlk	"Endangered (20 percent certain, based on the evidence available)"	500	endangered
tln	"Endangered (20 percent certain, based on the evidence available)"	400	endangered
yta	"Vulnerable (20 percent certain, based on the evidence available)"	"10,138"	vulnerable
tly	"At risk (20 percent certain, based on the evidence available)"	"912,000"	at_risk
mla	"Vulnerable (100 percent certain, based on the evidence available)"	3000	vulnerable
tax	"Endangered (20 percent certain, based on the evidence available)"	500	endangered
tcb	"Critically Endangered (100 percent certain, based on the evidence available)"	50	critically_endangered
tcm	"Endangered (20 percent certain, based on the evidence available)"	500	endangered
tpv	"Threatened (20 percent certain, based on the evidence available)"	"4,400"	threatened
tni	"Critically Endangered (20 percent certain, based on the evidence available)"	2	critically_endangered
tnx	"Critically Endangered (20 percent certain, based on the evidence available)"	4	critically_endangered
adi-tan	"Severely Endangered (40 percent certain, based on the evidence available)"	<200	severely_endangered
nmf	"Endangered (40 percent certain, based on the evidence available)"	"58,167"	endangered
tkx	"Endangered (40 percent certain, based on the evidence available)"		endangered
ytl	"Threatened (40 percent certain, based on the evidence available)"	947	threatened
tgp	"Endangered (20 percent certain, based on the evidence available)"	370	endangered
tgu	"Threatened (20 percent certain, based on the evidence available)"	"2,330"	threatened
tbs	"Endangered (20 percent certain, based on the evidence available)"	510	endangered
tbe	"Severely Endangered (20 percent certain, based on the evidence available)"	50	severely_endangered
tnc	"Threatened (20 percent certain, based on the evidence available)"	"<1,952"	threatened
tao	"Severely Endangered (100 percent certain, based on the evidence available)"	~3000	severely_endangered
twf	"Endangered (20 percent certain, based on the evidence available)"	800	endangered
mrs	"Critically Endangered (100 percent certain, based on the evidence available)"	NA	critically_endangered
tpj	"Endangered (20 percent certain, based on the evidence available)"	207	endangered
taf	"Endangered (20 percent certain, based on the evidence available)"	564	endangered
"tar, thh, tcu, twr, tac"	"Vulnerable (20 percent certain, based on the evidence available)"	"85,018"	vulnerable
tro	"Endangered (20 percent certain, based on the evidence available)"	870	endangered
tae	"Critically Endangered (80 percent certain, based on the evidence available)"	90	critically_endangered
tpf	"Endangered (40 percent certain, based on the evidence available)"	564	endangered
tdm	"Critically Endangered (80 percent certain, based on the evidence available)"	NA	critically_endangered
twq	"Threatened (20 percent certain, based on the evidence available)"	2000	threatened
tmt	"Endangered (20 percent certain, based on the evidence available)"	300	endangered
tav	"Endangered (20 percent certain, based on the evidence available)"	331	endangered
tuh	"Endangered (20 percent certain, based on the evidence available)"	800	endangered
dgw	Awakening ()		awakening
tad	"Endangered (20 percent certain, based on the evidence available)"	300	endangered
trr	"Critically Endangered (20 percent certain, based on the evidence available)"	1	critically_endangered
tbp; tawo1244	"Endangered (20 percent certain, based on the evidence available)"	140	endangered
tnu	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
1ho	"Endangered (20 percent certain, based on the evidence available)"		endangered
grr	"Vulnerable (20 percent certain, based on the evidence available)"	"40,000"	vulnerable
tht	"Critically Endangered (80 percent certain, based on the evidence available)"	37	critically_endangered
tck	"Threatened (20 percent certain, based on the evidence available)"	"2,000"	threatened
bqa	"Severely Endangered (80 percent certain, based on the evidence available)"	"1,838"	severely_endangered
tve	"Threatened (20 percent certain, based on the evidence available)"	"1,200"	threatened
tkw	"Severely Endangered (20 percent certain, based on the evidence available)"		severely_endangered
tsy	"Endangered (20 percent certain, based on the evidence available)"	500	endangered
dtu	"Vulnerable (60 percent certain, based on the evidence available)"	3000	vulnerable
ttc	"Threatened (20 percent certain, based on the evidence available)"	"5,900"	threatened
tuq	"Vulnerable (20 percent certain, based on the evidence available)"	"42,500"	vulnerable
tfo	"Endangered (20 percent certain, based on the evidence available)"	100	endangered
ras	"Vulnerable (20 percent certain, based on the evidence available)"	"35,700"	vulnerable
teh	"Critically Endangered (20 percent certain, based on the evidence available)"	NA	critically_endangered
twe	"Endangered (100 percent certain, based on the evidence available)"	"4,000"	endangered
ztt	"Endangered (20 percent certain, based on the evidence available)"	120	endangered
tlf	"Threatened (20 percent certain, based on the evidence available)"	"4,500"	threatened
tqb	"Severely Endangered (20 percent certain, based on the evidence available)"	60	severely_endangered
teq	"Vulnerable (20 percent certain, based on the evidence available)"	"13,000"	vulnerable
tea	"Vulnerable (40 percent certain, based on the evidence available)"		vulnerable
tmo	"Endangered (20 percent certain, based on the evidence available)"	~300	endangered
tmw	"Threatened (20 percent certain, based on the evidence available)"	"8,000"	threatened
pah	"Endangered (20 percent certain, based on the evidence available)"	350	endangered
tns	"Severely Endangered (20 percent certain, based on the evidence available)"	30	severely_endangered
tex	"Threatened (40 percent certain, based on the evidence available)"	4000	threatened
tio	"Threatened (20 percent certain, based on the evidence available)"	"5,000"	threatened
ash	Dormant ()	0	dormant
sjt	"Severely Endangered (80 percent certain, based on the evidence available)"	30	severely_endangered
trb	"Endangered (20 percent certain, based on the evidence available)"	130	endangered
ter	"Vulnerable (20 percent certain, based on the evidence available)"	"8,439"	vulnerable
tef	"Threatened (20 percent certain, based on the evidence available)"	"2,080"	threatened
tfr			
tft	"Threatened (100 percent certain, based on the evidence available)"	"42,000"	threatened
keg	"Threatened (20 percent certain, based on the evidence available)"	"1,400"	threatened
teb	Dormant ()	NA	dormant
1nl	"Severely Endangered (100 percent certain, based on the evidence available)"	"<2,000"	severely_endangered
0qk	Dormant ()	0	dormant
tew	"Endangered (100 percent certain, based on the evidence available)"	"1,500"	endangered
poq	"Critically Endangered (20 percent certain, based on the evidence available)"	1	critically_endangered
texm1235			
"miu, mxb"	"Threatened (20 percent certain, based on the evidence available)"	"5,540"	threatened
thy	"Threatened (20 percent certain, based on the evidence available)"	"1,000"	threatened
tcz	"Severely Endangered (20 percent certain, based on the evidence available)"	NA	severely_endangered
soa; thai1259			
ths	"Threatened (20 percent certain, based on the evidence available)"	"7,113"	threatened
dhl	"Critically Endangered (20 percent certain, based on the evidence available)"	NA	critically_endangered
nki	"Vulnerable (20 percent certain, based on the evidence available)"	"<23,600"	vulnerable
thf	"Threatened (100 percent certain, based on the evidence available)"	18991	threatened
ssf	"Critically Endangered (100 percent certain, based on the evidence available)"	4	critically_endangered
dhr	"Critically Endangered (20 percent certain, based on the evidence available)"	~2	critically_endangered
thm	"Severely Endangered (40 percent certain, based on the evidence available)"	~450	severely_endangered
iin	"Critically Endangered (60 percent certain, based on the evidence available)"	1	critically_endangered
	Dormant ()	0	dormant
tyl	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
tdh	"Severely Endangered (100 percent certain, based on the evidence available)"	~1000	severely_endangered
ctd	"At risk (20 percent certain, based on the evidence available)"	">100,000"	at_risk
tia	"Threatened (20 percent certain, based on the evidence available)"	"9,000"	threatened
tvo	"Threatened (100 percent certain, based on the evidence available)"	44000	threatened
tiq	"Endangered (100 percent certain, based on the evidence available)"	"~1,000"	endangered
tif	"Threatened (20 percent certain, based on the evidence available)"	"2,800"	threatened
txq	"Vulnerable (20 percent certain, based on the evidence available)"	"20,000"	vulnerable
tca	"Vulnerable (20 percent certain, based on the evidence available)"	"50,102"	vulnerable
otl	"Endangered (20 percent certain, based on the evidence available)"	400	endangered
tij	"Critically Endangered (100 percent certain, based on the evidence available)"	7	critically_endangered
tms	"Threatened (20 percent certain, based on the evidence available)"	"<5,000"	threatened
lbf	"Threatened (20 percent certain, based on the evidence available)"		threatened
tin	"Threatened (20 percent certain, based on the evidence available)"	4000	threatened
tit	"Critically Endangered (20 percent certain, based on the evidence available)"	1?	critically_endangered
dih-tip	"Severely Endangered (20 percent certain, based on the evidence available)"	~100	severely_endangered
tra	Dormant ()	0	dormant
tde	"Threatened (20 percent certain, based on the evidence available)"	"4,200"	threatened
mme	"Endangered (20 percent certain, based on the evidence available)"	1000	endangered
lax	"Vulnerable (20 percent certain, based on the evidence available)"	27072	vulnerable
tiw	"Threatened (20 percent certain, based on the evidence available)"	"1,500"	threatened
0gq	"Severely Endangered (20 percent certain, based on the evidence available)"	10	severely_endangered
1kp	"Severely Endangered (20 percent certain, based on the evidence available)"	10	severely_endangered
tpt	"Threatened (20 percent certain, based on the evidence available)"	"3,000"	threatened
tlac1240	"Endangered (20 percent certain, based on the evidence available)"	140	endangered
"tpx, tpc, tcf, tpl"	"At risk (20 percent certain, based on the evidence available)"	"120,072"	at_risk
toz	Dormant ()	0	dormant
tob	"Vulnerable (20 percent certain, based on the evidence available)"	"31,593"	vulnerable
tti	"Severely Endangered (40 percent certain, based on the evidence available)"	<100	severely_endangered
tlb	"Threatened (80 percent certain, based on the evidence available)"	"15,000"	threatened
tox	"Severely Endangered (20 percent certain, based on the evidence available)"	22	severely_endangered
taz	"Threatened (20 percent certain, based on the evidence available)"	"3,800"	threatened
tcx	"Endangered (20 percent certain, based on the evidence available)"	"~1,000"	endangered
kim	"Critically Endangered (60 percent certain, based on the evidence available)"	~40	critically_endangered
tlg	"Vulnerable (60 percent certain, based on the evidence available)"	251	vulnerable
toj	"Threatened (20 percent certain, based on the evidence available)"		threatened
tkl	"Threatened (20 percent certain, based on the evidence available)"	"Fewer than 8,000"	threatened
rga	"Severely Endangered (20 percent certain, based on the evidence available)"	75	severely_endangered
jic	"Endangered (20 percent certain, based on the evidence available)"	250	endangered
tlm	"Endangered (60 percent certain, based on the evidence available)"	<450	endangered
tol	Awakening ()		awakening
tdi	"Endangered (20 percent certain, based on the evidence available)"	600	endangered
ttp	"Threatened (20 percent certain, based on the evidence available)"	"1,100"	threatened
txm	"Threatened (100 percent certain, based on the evidence available)"	~30000	threatened
tst	"Threatened (20 percent certain, based on the evidence available)"	"3,000"	threatened
tons1239	"Severely Endangered (100 percent certain, based on the evidence available)"	8000	severely_endangered
trz	Dormant ()	0	dormant
trj	"Threatened (20 percent certain, based on the evidence available)"	"<4,000"	threatened
tno	Dormant ()	0?	dormant
tcs	"Vulnerable (80 percent certain, based on the evidence available)"	~6000	vulnerable
trw	"Vulnerable (100 percent certain, based on the evidence available)"	"80,000"	vulnerable
txo	"Threatened (20 percent certain, based on the evidence available)"	"1,400"	threatened
txe	"Endangered (100 percent certain, based on the evidence available)"	~7500	endangered
zph			
"toc, tlp, tos, top, tcw, tku, tqt, too, tlc"	"At risk (20 percent certain, based on the evidence available)"	"244,033"	at_risk
mto	"Threatened (20 percent certain, based on the evidence available)"	"5,200"	threatened
ttk	Dormant ()	NA	dormant
tqu	"Threatened (20 percent certain, based on the evidence available)"	"1,870"	threatened
ttn	"Endangered (20 percent certain, based on the evidence available)"	~115	endangered
"tran1297, guev1238, lach1250, peta1247, quia1235"	"Threatened (20 percent certain, based on the evidence available)"	"8,000"	threatened
trm	"Threatened (20 percent certain, based on the evidence available)"	"1,000"	threatened
lst	"Threatened (20 percent certain, based on the evidence available)"	"2,000"	threatened
trn	"Threatened (20 percent certain, based on the evidence available)"	"3,140"	threatened
tri	"Threatened (20 percent certain, based on the evidence available)"	"2,456"	threatened
"trs, trc, trq"	"Vulnerable (20 percent certain, based on the evidence available)"	"25,883"	vulnerable
kuf-tri	"Threatened (20 percent certain, based on the evidence available)"	"<1,328"	threatened
tpy	"Critically Endangered (80 percent certain, based on the evidence available)"	50	critically_endangered
tsb	"Threatened (20 percent certain, based on the evidence available)"	"8,621"	threatened
1iy	"Endangered (60 percent certain, based on the evidence available)"	~180	endangered
cof	"Threatened (20 percent certain, based on the evidence available)"	"1,872"	threatened
tkr	"Vulnerable (80 percent certain, based on the evidence available)"	"~19,000"	vulnerable
tsd	"Severely Endangered (60 percent certain, based on the evidence available)"	2000	severely_endangered
huq	"Threatened (60 percent certain, based on the evidence available)"	"<4,000"	threatened
sek	"Critically Endangered (80 percent certain, based on the evidence available)"	66	critically_endangered
ddo	"Threatened (20 percent certain, based on the evidence available)"	7000	threatened
hio	"Threatened (20 percent certain, based on the evidence available)"	"4,100 (Shua and Tshwa combined)"	threatened
clc	"Severely Endangered (80 percent certain, based on the evidence available)"		severely_endangered
tsu	"Endangered (100 percent certain, based on the evidence available)"	~1000	endangered
ttz	"Threatened (20 percent certain, based on the evidence available)"	"4,790"	threatened
srs	"Critically Endangered (80 percent certain, based on the evidence available)"	47	critically_endangered
tvd	"At risk (20 percent certain, based on the evidence available)"	"150,000"	at_risk
two	"Threatened (20 percent certain, based on the evidence available)"	"2,000"	threatened
pmt	"Vulnerable (20 percent certain, based on the evidence available)"	"14,400"	vulnerable
tub	"Critically Endangered (80 percent certain, based on the evidence available)"	1	critically_endangered
	"Critically Endangered (100 percent certain, based on the evidence available)"	<20	critically_endangered
tuo	"Vulnerable (20 percent certain, based on the evidence available)"	"13,996"	vulnerable
	Dormant ()	0	dormant
tey	"Threatened (20 percent certain, based on the evidence available)"	"~2,500"	threatened
hnu-tou	"Endangered (40 percent certain, based on the evidence available)"	"~1,000"	endangered
kku	"Threatened (20 percent certain, based on the evidence available)"	"2,270"	threatened
tmq	"Endangered (20 percent certain, based on the evidence available)"	610	endangered
tbr	"Threatened (20 percent certain, based on the evidence available)"	"7,300"	threatened
			
enh	"Critically Endangered (100 percent certain, based on the evidence available)"	~30	critically_endangered
yrk-tun	"Endangered (60 percent certain, based on the evidence available)"	"20,000"	endangered
ykg	"Critically Endangered (80 percent certain, based on the evidence available)"	<50	critically_endangered
"tbn, tnb, tnd, tuf"	"Threatened (20 percent certain, based on the evidence available)"	"7,231"	threatened
tug	"Threatened (20 percent certain, based on the evidence available)"	"2,260"	threatened
tun	Awakening ()		awakening
tqq	"Vulnerable (20 percent certain, based on the evidence available)"	"23,000"	vulnerable
dza	"Threatened (60 percent certain, based on the evidence available)"	"~2,500"	threatened
ttf	"Endangered (20 percent certain, based on the evidence available)"	"<1,000"	endangered
tpr	"Endangered (20 percent certain, based on the evidence available)"	276	endangered
trh	"Severely Endangered (20 percent certain, based on the evidence available)"	25	severely_endangered
trd	"Threatened (20 percent certain, based on the evidence available)"	"2,000"	threatened
tru	"Vulnerable (20 percent certain, based on the evidence available)"	"84,000"	vulnerable
tqm	"Critically Endangered (20 percent certain, based on the evidence available)"	5	critically_endangered
tus	"Critically Endangered (80 percent certain, based on the evidence available)"	NA	critically_endangered
tmi	"Threatened (60 percent certain, based on the evidence available)"	120	threatened
tyv	"At risk (20 percent certain, based on the evidence available)"	"242,754"	at_risk
tvl	"Vulnerable (80 percent certain, based on the evidence available)"	"~9,000"	vulnerable
tww	"Severely Endangered (20 percent certain, based on the evidence available)"	90	severely_endangered
bov	"Vulnerable (20 percent certain, based on the evidence available)"	"~11,000"	vulnerable
tue			
twn	"Severely Endangered (60 percent certain, based on the evidence available)"	~30	severely_endangered
tzj	"Vulnerable (20 percent certain, based on the evidence available)"	"47,669"	vulnerable
"tzb, tzh"	"At risk (20 percent certain, based on the evidence available)"	"261,084"	at_risk
"tzc, tze, tzu, tzs, tzo, tzz"	"At risk (20 percent certain, based on the evidence available)"	"229,203"	at_risk
uuu	"Threatened (20 percent certain, based on the evidence available)"	"40,000"	threatened
aoz	"At risk (20 percent certain, based on the evidence available)"	"700,000"	at_risk
ubi	"Vulnerable (80 percent certain, based on the evidence available)"	"~1,500"	vulnerable
uda	"Threatened (20 percent certain, based on the evidence available)"	"<10,000"	threatened
ude	"Critically Endangered (80 percent certain, based on the evidence available)"	<100	critically_endangered
udi	"Endangered (100 percent certain, based on the evidence available)"	"~5,500"	endangered
udm	"Threatened (60 percent certain, based on the evidence available)"	"324,338"	threatened
ugo	"Critically Endangered (100 percent certain, based on the evidence available)"	50	critically_endangered
uis	"Threatened (20 percent certain, based on the evidence available)"	"2,500"	threatened
udj	"Endangered (20 percent certain, based on the evidence available)"	980	endangered
ukh	"Threatened (20 percent certain, based on the evidence available)"	"<2,000"	threatened
umi	"Endangered (20 percent certain, based on the evidence available)"	120	endangered
ukg	"Endangered (20 percent certain, based on the evidence available)"	170	endangered
ukq	"Endangered (20 percent certain, based on the evidence available)"	100	endangered
svb	"Threatened (20 percent certain, based on the evidence available)"	"1,271"	threatened
ulc	"Critically Endangered (100 percent certain, based on the evidence available)"	"<1,000"	critically_endangered
uli	"Threatened (20 percent certain, based on the evidence available)"	"3,075"	threatened
yla	"Severely Endangered (100 percent certain, based on the evidence available)"	600	severely_endangered
ulu	"Threatened (100 percent certain, based on the evidence available)"	"3,000"	threatened
umr	Dormant ()	0	dormant
umg	"Critically Endangered (20 percent certain, based on the evidence available)"	7	critically_endangered
sju	"Critically Endangered (100 percent certain, based on the evidence available)"	<20	critically_endangered
xud	Dormant ()	0?	dormant
ump	"Critically Endangered (20 percent certain, based on the evidence available)"	NA	critically_endangered
umd	"Critically Endangered (20 percent certain, based on the evidence available)"	>2	critically_endangered
umo	Awakening ()		awakening
unm	Dormant ()	0	dormant
ghl	"Endangered (100 percent certain, based on the evidence available)"	"<16,000"	endangered
xun	Dormant ()	0?	dormant
xgu	Dormant ()	0?	dormant
onu	"Vulnerable (80 percent certain, based on the evidence available)"		vulnerable
yuf	"Threatened (60 percent certain, based on the evidence available)"	1600	threatened
kuu	"Critically Endangered (80 percent certain, based on the evidence available)"	25	critically_endangered
szl	"Vulnerable (20 percent certain, based on the evidence available)"	"56,000"	vulnerable
hsb	"Vulnerable (20 percent certain, based on the evidence available)"	"18,240"	vulnerable
chz	"Threatened (80 percent certain, based on the evidence available)"	"3,140"	threatened
tau	"Critically Endangered (100 percent certain, based on the evidence available)"	55	critically_endangered
tov		NA	
cuc	"Threatened (20 percent certain, based on the evidence available)"	"7,410"	threatened
uro	"Threatened (20 percent certain, based on the evidence available)"	"1,900"	threatened
uur	"Critically Endangered (100 percent certain, based on the evidence available)"	~6	critically_endangered
urf	"Critically Endangered (20 percent certain, based on the evidence available)"	2	critically_endangered
urk	"Endangered (40 percent certain, based on the evidence available)"		endangered
urm	"Endangered (20 percent certain, based on the evidence available)"	370	endangered
ura	"Threatened (20 percent certain, based on the evidence available)"	2000	threatened
urt	"Threatened (60 percent certain, based on the evidence available)"	"6,280"	threatened
urim	"Threatened (20 percent certain, based on the evidence available)"	"2,538"	threatened
urx	"Endangered (20 percent certain, based on the evidence available)"	835	endangered
08g	"Vulnerable (20 percent certain, based on the evidence available)"	"< 20,560"	vulnerable
urc	"Severely Endangered (20 percent certain, based on the evidence available)"	10	severely_endangered
ure	Dormant ()	0	dormant
urn	"Endangered (20 percent certain, based on the evidence available)"	400	endangered
urv	Dormant ()		dormant
uks	"Critically Endangered (20 percent certain, based on the evidence available)"	7	critically_endangered
urz	"Endangered (20 percent certain, based on the evidence available)"	183	endangered
ugy	"Threatened (20 percent certain, based on the evidence available)"	"7,000"	threatened
uum	"Endangered (80 percent certain, based on the evidence available)"		endangered
ush	"Threatened (20 percent certain, based on the evidence available)"	"1,000"	threatened
usp	"Threatened (20 percent certain, based on the evidence available)"	"1,231"	threatened
ute	"Endangered (80 percent certain, based on the evidence available)"	"~3,500"	endangered
usu	"Endangered (20 percent certain, based on the evidence available)"	270	endangered
auz	"Endangered (20 percent certain, based on the evidence available)"	700	endangered
piv	"Vulnerable (100 percent certain, based on the evidence available)"	"1,662"	vulnerable
vaf	"Vulnerable (20 percent certain, based on the evidence available)"	"~20,000"	vulnerable
vap	"Vulnerable (100 percent certain, based on the evidence available)"	"<39,673?"	vulnerable
vlp	"Endangered (20 percent certain, based on the evidence available)"	300	endangered
mkt	"Endangered (20 percent certain, based on the evidence available)"	150	endangered
vam	"Vulnerable (60 percent certain, based on the evidence available)"	"1,660"	vulnerable
vnk	"Critically Endangered (20 percent certain, based on the evidence available)"	5	critically_endangered
alm	"Endangered (60 percent certain, based on the evidence available)"	>100?	endangered
TVK	"Threatened (100 percent certain, based on the evidence available)"	2500	threatened
ved	Dormant ()	0?	dormant
val	"Severely Endangered (20 percent certain, based on the evidence available)"	70	severely_endangered
vsl		NA	
vep	"Severely Endangered (100 percent certain, based on the evidence available)"	"3,613"	severely_endangered
vra	"Endangered (20 percent certain, based on the evidence available)"	275	endangered
vid	"Threatened (100 percent certain, based on the evidence available)"	"<10,000"	threatened
vil	Dormant ()	0	dormant
vnm	"Endangered (40 percent certain, based on the evidence available)"	500	endangered
vin	"Vulnerable (20 percent certain, based on the evidence available)"	"10,000"	vulnerable
vis	"Endangered (20 percent certain, based on the evidence available)"	~150	endangered
08e	"Endangered (80 percent certain, based on the evidence available)"	"200,000"	endangered
	"Critically Endangered (20 percent certain, based on the evidence available)"	<5	critically_endangered
rmy	"At risk (20 percent certain, based on the evidence available)"	"885,970"	at_risk
mlv	"Critically Endangered (60 percent certain, based on the evidence available)"	1	critically_endangered
vro	"Threatened (80 percent certain, based on the evidence available)"	"< 50,000?"	threatened
vot	"Critically Endangered (80 percent certain, based on the evidence available)"	<10	critically_endangered
	"Endangered (20 percent certain, based on the evidence available)"	475	endangered
vum	"Endangered (20 percent certain, based on the evidence available)"	NA	endangered
vnp	"Endangered (20 percent certain, based on the evidence available)"	380	endangered
msn	"Threatened (20 percent certain, based on the evidence available)"	"1,050"	threatened
wbm	"At risk (20 percent certain, based on the evidence available)"		at_risk
wny	"Critically Endangered (60 percent certain, based on the evidence available)"	1	critically_endangered
wab	"Endangered (20 percent certain, based on the evidence available)"	120	endangered
xwd	Dormant ()	0?	dormant
wdu	"Critically Endangered (20 percent certain, based on the evidence available)"	1	critically_endangered
wrx	"Threatened (20 percent certain, based on the evidence available)"	"3,000"	threatened
waq	"Severely Endangered (40 percent certain, based on the evidence available)"	<50	severely_endangered
